,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
2156,4.5,no,bkcchi,1 (mono),2019-05-07,Not specified,128,XC473417.mp3,Not specified,Black-capped Chickadee,Not specified,XC473417 Black-capped Chickadee (Poecile atricapillus),"['Melospiza melodia_Song Sparrow', 'Sitta canadensis_Red-breasted Nuthatch']",yes,Poecile atricapillus," Olympia, Thurston County, Washington",47.0562,48000 (Hz),call,60 m,"Recorded soon after  XC473415. No visual confirmation of singer in previous recording, but likely that one of these birds is the same individual based on location. Normalized to -3 dB.",94220 (bps),mp3,Not specified,Song Sparrow (Melospiza melodia); Red-breasted Nuthatch (Sitta canadensis),473417,https://www.xeno-canto.org/473417,United States,bowtyler,Poecile atricapillus_Black-capped Chickadee,-122.9226,Not specified,07:51,bowtyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2157,5.0,no,bkcchi,1 (mono),2018-04-25,Not specified,32,XC483199.mp3,Not specified,Black-capped Chickadee,Not specified,XC483199 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Lake Bemidji State Park, Beltrami, Minnesota",47.5392,48000 (Hz),song,420 m,Two male chickadees counter singing.,192000 (bps),mp3,Not specified,,483199,https://www.xeno-canto.org/483199,United States,Keith Corliss,Poecile atricapillus_Black-capped Chickadee,-94.8263,Not specified,10:30,Keith Corliss,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2158,4.5,no,bkcchi,1 (mono),2018-07-25,Not specified,66,XC490936.mp3,Not specified,Black-capped Chickadee,Not specified,XC490936 Black-capped Chickadee (Poecile atricapillus),"['Contopus sordidulus_Western Wood-Pewee', 'Sitta canadensis_Red-breasted Nuthatch', 'Empidonax difficilis_Pacific-slope Flycatcher']",yes,Poecile atricapillus," Vashon, King County, Washington",47.3928,44100 (Hz),song,70 m,,89843 (bps),mp3,Not specified,Western Wood Pewee (Contopus sordidulus); Red-breasted Nuthatch (Sitta canadensis); Pacific-slope Flycatcher (Empidonax difficilis),490936,https://www.xeno-canto.org/490936,United States,Steve Hampton,Poecile atricapillus_Black-capped Chickadee,-122.4872,Not specified,08:30,Steve Hampton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2159,4.0,no,bkcchi,1 (mono),2015-06-17,Not specified,35,XC500125.mp3,Not specified,Black-capped Chickadee,Not specified,XC500125 Black-capped Chickadee (Poecile atricapillus),[],no,Poecile atricapillus," Porcupine Creek, 6 km E of St. Marie, Valley County, Montana",48.4182,48000 (Hz),"call, song",750 m,Field Number: MT2015 JRS 03; family group; streamside tamarisk and riparian edge; morning,256000 (bps),mp3,Not specified,,500125,https://www.xeno-canto.org/500125,United States,Jacob Saucier,Poecile atricapillus_Black-capped Chickadee,-106.4554,Not specified,?,Jacob Saucier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2160,4.0,no,bkcchi,2 (stereo),2010-04-22,level,36,XC51779.mp3,level,Black-capped Chickadee,4-6,XC51779 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Crested Butte, Gunnison County, Colorado",38.8698,44100 (Hz),song,2550 m,,128000 (bps),mp3,level,,51779,https://www.xeno-canto.org/51779,United States,Mike Nelson,Poecile atricapillus_Black-capped Chickadee,-106.9859,0-3(s),11:15am,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2161,5.0,no,bkcchi,2 (stereo),2011-01-08,decreasing,31,XC70185.mp3,level,Black-capped Chickadee,1-3,XC70185 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,44100 (Hz),song,250 m,Calling from directly above me in a pine tree in an urban park.,192000 (bps),mp3,level,,70185,https://www.xeno-canto.org/70185,United States,Jonathon Jongsma,Poecile atricapillus_Black-capped Chickadee,-93.259,0-3(s),10:48,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0
2162,4.0,no,bkcchi,2 (stereo),2011-05-16,both,11,XC77884.mp3,Not specified,Black-capped Chickadee,Not specified,XC77884 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Bear Head Lake State Park, St. Louis, Minnesota",47.795,44100 (Hz),call,460 m,Gargle call from a bird foraging in alder saplings around campsite.,125904 (bps),mp3,level,,77884,https://www.xeno-canto.org/77884,United States,Jonathon Jongsma,Poecile atricapillus_Black-capped Chickadee,-92.079,0-3(s),09:27,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0
2163,4.5,,bkcchi,2 (stereo),2011-08-28,level,38,XC86760.mp3,level,Black-capped Chickadee,7-20,XC86760 Black-capped Chickadee (Poecile atricapillus),"['Cyanocitta cristata_Blue Jay', 'Spinus tristis_American Goldfinch']",,Poecile atricapillus," Carver Park Reserve, Carver, Minnesota",44.882,44100 (Hz),call,300 m,scolding.  On a walkway through tamarack bog,128000 (bps),mp3,level,Blue Jay (Cyanocitta cristata); American Goldfinch (Spinus tristis),86760,https://www.xeno-canto.org/86760,United States,Jonathon Jongsma,Poecile atricapillus_Black-capped Chickadee,-93.683,0-3(s),08:50,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0
2726,5.0,no,blujay,1 (mono),2012-05-19,Not specified,84,XC109162.mp3,Not specified,Blue Jay,Not specified,XC109162 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Chapel Trail Nature Preserve, Pembroke Pines, Broward Co., Florida",26.028,48000 (Hz),call,5 m,"natural vocalization; rattle calls from a single bird perched mid-way up a small pine tree at the edge of a parking lot, near a large marsh.  Also one imitation of Red-shouldered hawk near the end of the cut.  While giving the rattle calls the bird would perform a bobbing display.",192000 (bps),mp3,Not specified,,109162,https://www.xeno-canto.org/109162,United States,Andrew Spencer,Cyanocitta cristata_Blue Jay,-80.413,Not specified,15:30,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2727,5.0,no,blujay,1 (mono),2012-09-01,Not specified,8,XC109601.mp3,Not specified,Blue Jay,Not specified,XC109601 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Minnesota Valley NWR, Old Cedar Ave Bridge, Hennepin, Minnesota",44.8298,48000 (Hz),call,220 m,,128000 (bps),mp3,Not specified,,109601,https://www.xeno-canto.org/109601,United States,Jonathon Jongsma,Cyanocitta cristata_Blue Jay,-93.2462,Not specified,07:47,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0
2728,5.0,no,blujay,1 (mono),2012-04-10,both,8,XC114085.mp3,level,Blue Jay,1-3,XC114085 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Environmental Learning Center, Fort Collins, Larimer Cty., Colorado",40.557,48000 (Hz),call,1500 m,"""bell""-like calls at close range.",48000 (bps),mp3,level,,114085,https://www.xeno-canto.org/114085,United States,Eric DeFonso,Cyanocitta cristata_Blue Jay,-105.017,0-3(s),09:30,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2729,4.5,no,blujay,2 (stereo),2012-12-14,Not specified,5,XC116372.mp3,Not specified,Blue Jay,1-3,XC116372 Blue Jay (Cyanocitta cristata),['Haemorhous mexicanus_House Finch'],yes,Cyanocitta cristata," Smithfield Cemetery, Cache County, Utah",41.8354,44100 (Hz),call,1400 m,"A single Buteo-like call.  Vagrant, out of expected range.  Same individual as in XC116373 and XC116374. [More info.](http://ebird.org/ebird/view/checklist?subID=S12289108)",128000 (bps),mp3,decreasing,House Finch (Haemorhous mexicanus),116372,https://www.xeno-canto.org/116372,United States,Ryan O'Donnell,Cyanocitta cristata_Blue Jay,-111.8233,0-3(s),13:40,Ryan O'Donnell,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2730,4.5,no,blujay,2 (stereo),2012-12-14,Not specified,51,XC116373.mp3,Not specified,Blue Jay,1-3,XC116373 Blue Jay (Cyanocitta cristata),['Haemorhous mexicanus_House Finch'],yes,Cyanocitta cristata," Smithfield Cemetery, Cache County, Utah",41.8354,44100 (Hz),call,1400 m,"Typical ""jay"" calls.  Vagrant, out of expected range.  Same individual as in XC116372 and XC116374. Some intervals shortened.  [More info.](http://ebird.org/ebird/view/checklist?subID=S12289108)",128000 (bps),mp3,decreasing,House Finch (Haemorhous mexicanus),116373,https://www.xeno-canto.org/116373,United States,Ryan O'Donnell,Cyanocitta cristata_Blue Jay,-111.8233,0-3(s),13:45,Ryan O'Donnell,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2731,5.0,yes,blujay,2 (stereo),2012-12-14,Not specified,39,XC116374.mp3,Not specified,Blue Jay,1-3,XC116374 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Smithfield Cemetery, Cache County, Utah",41.8354,44100 (Hz),call,1400 m,"Typical ""jay"" calls.  Vagrant, out of expected range.  Same individual as in XC116372 and XC116373. Natural intervals.  [More info.](http://ebird.org/ebird/view/checklist?subID=S12289108)",128000 (bps),mp3,decreasing,,116374,https://www.xeno-canto.org/116374,United States,Ryan O'Donnell,Cyanocitta cristata_Blue Jay,-111.8233,0-3(s),13:50,Ryan O'Donnell,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2732,4.5,no,blujay,2 (stereo),2013-02-09,decreasing,23,XC122442.mp3,level,Blue Jay,1-3,XC122442 Blue Jay (Cyanocitta cristata),"['Cardinalis cardinalis_Northern Cardinal', 'Passer domesticus_House Sparrow', 'Melanerpes aurifrons_Golden-fronted Woodpecker']",yes,Cyanocitta cristata," San Antonio, Bexar, Texas",29.509,44100 (Hz),call,280 m,Some high-pass filtering.,128000 (bps),mp3,level,Northern Cardinal (Cardinalis cardinalis); House Sparrow (Passer domesticus); Golden-fronted Woodpecker (Melanerpes aurifrons),122442,https://www.xeno-canto.org/122442,United States,Chris Harrison,Cyanocitta cristata_Blue Jay,-98.657,0-3(s),10:00,Chris Harrison,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2733,5.0,no,blujay,1 (mono),1996-04-27,Not specified,25,XC134994.mp3,Not specified,Blue Jay,Not specified,XC134994 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Cameron, Cameron Par., Louisiana",29.7833,44100 (Hz),call,0 m,Various calls from a pair in grazed oak-hackberry chenier woodland near Gulf coast.,128000 (bps),mp3,Not specified,,134994,https://www.xeno-canto.org/134994,United States,Dan Lane,Cyanocitta cristata_Blue Jay,-93.2517,Not specified,?,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2734,5.0,no,blujay,2 (stereo),2013-02-17,Not specified,21,XC138073.mp3,Not specified,Blue Jay,Not specified,XC138073 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata, Elkins Park,40.1226,44100 (Hz),Cooper's Hawk imitation,50 m,,128000 (bps),mp3,Not specified,,138073,https://www.xeno-canto.org/138073,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.0635,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2735,4.5,no,blujay,2 (stereo),2013-06-23,Not specified,42,XC140465.mp3,Not specified,Blue Jay,Not specified,XC140465 Blue Jay (Cyanocitta cristata),['Poecile carolinensis_Carolina Chickadee'],yes,Cyanocitta cristata," Savannah, Chatham, Georgia",31.9602,44100 (Hz),call,9 m,Several jays moving about in a deciduous tree and calling back and forth for no apparent reason.  This appears to be common behavior.  The volume was boosted slightly.,128000 (bps),mp3,Not specified,Carolina Chickadee (Poecile carolinensis); Blue-gray GnatcatcherGreen Tree Frog (Hyla cinerea),140465,https://www.xeno-canto.org/140465,United States,Russ Wigh,Cyanocitta cristata_Blue Jay,-81.0279,Not specified,15:00,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2736,4.5,no,blujay,2 (stereo),2013-07-08,Not specified,46,XC142244.mp3,Not specified,Blue Jay,Not specified,XC142244 Blue Jay (Cyanocitta cristata),"['Cardinalis cardinalis_Northern Cardinal', 'Poecile carolinensis_Carolina Chickadee']",no,Cyanocitta cristata," Savannah, Chatham, Georgia",31.9545,44100 (Hz),call,12 m,"Only change to original recording is amplification Could not make out the call initially, but finally realized this is a Blue Jay variant vocalization.",128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Carolina Chickadee (Poecile carolinensis),142244,https://www.xeno-canto.org/142244,United States,Russ Wigh,Cyanocitta cristata_Blue Jay,-81.0284,Not specified,15:00,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2737,5.0,no,blujay,2 (stereo),2013-08-06,both,22,XC144899.mp3,both,Blue Jay,1-3,XC144899 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Kouchibouguac National Park, Kent County, New Brunswick",46.8256,44100 (Hz),call,10 m,Two individuals preening in a parking lot. Habitat: mature mixed forest.,128000 (bps),mp3,both,,144899,https://www.xeno-canto.org/144899,Canada,Martin St-Michel,Cyanocitta cristata_Blue Jay,-64.9102,0-3(s),06:29,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2738,5.0,no,blujay,1 (mono),2013-09-24,Not specified,190,XC149305.mp3,Not specified,Blue Jay,Not specified,XC149305 Blue Jay (Cyanocitta cristata),[],no,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,,128000 (bps),mp3,Not specified,,149305,https://www.xeno-canto.org/149305,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,09:46,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2739,5.0,,blujay,1 (mono),2011-05-24,Not specified,75,XC149337.mp3,Not specified,Blue Jay,Not specified,XC149337 Blue Jay (Cyanocitta cristata),[],,Cyanocitta cristata," Road 2182, Nicolet National Forest (north of Argonne), Wisconsin",45.8321,48000 (Hz),call,500 m,playback-used:no,128000 (bps),mp3,Not specified,,149337,https://www.xeno-canto.org/149337,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-88.9155,Not specified,05:47,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2740,5.0,yes,blujay,2 (stereo),2013-11-23,Not specified,19,XC155439.mp3,Not specified,Blue Jay,Not specified,XC155439 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Logan, Cache County, Utah",41.751,44100 (Hz),call,1400 m,"Vagrant, rare in this area.  [eBird checklist.](http://ebird.org/ebird/view/checklist?subID=S15742218)",128000 (bps),mp3,Not specified,,155439,https://www.xeno-canto.org/155439,United States,Ryan P. O'Donnell,Cyanocitta cristata_Blue Jay,-111.822,0-3(s),11:34,Ryan P. O'Donnell,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2741,5.0,no,blujay,1 (mono),2014-01-12,Not specified,94,XC164549.mp3,Not specified,Blue Jay,Not specified,XC164549 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,"three Blue Jays, I only saw the closer bird which dropped down to the ground to feed early in the recording

oak habitat",128000 (bps),mp3,Not specified,,164549,https://www.xeno-canto.org/164549,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,08:17,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2742,5.0,no,blujay,1 (mono),2014-01-19,Not specified,37,XC165317.mp3,Not specified,Blue Jay,Not specified,XC165317 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,,128000 (bps),mp3,Not specified,,165317,https://www.xeno-canto.org/165317,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,07:45,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2743,4.5,no,blujay,1 (mono),2014-01-20,Not specified,90,XC165319.mp3,Not specified,Blue Jay,Not specified,XC165319 Blue Jay (Cyanocitta cristata),"['Turdus migratorius_American Robin', 'Setophaga coronata_Yellow-rumped Warbler', 'Dumetella carolinensis_Gray Catbird']",yes,Cyanocitta cristata," Pine Island Conservation Area, Merritt Island, Florida",28.4927,48000 (Hz),call,0 m,it stopped to call on pine tree and then flew further and called again from another tree,128000 (bps),mp3,Not specified,American Robin (Turdus migratorius); Myrtle Warbler (Setophaga coronata); Grey Catbird (Dumetella carolinensis),165319,https://www.xeno-canto.org/165319,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7246,Not specified,10:08,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2744,4.5,no,blujay,1 (mono),2014-01-19,Not specified,174,XC165320.mp3,Not specified,Blue Jay,Not specified,XC165320 Blue Jay (Cyanocitta cristata),"['Quiscalus quiscula_Common Grackle', 'Setophaga coronata_Yellow-rumped Warbler', 'Polioptila caerulea_Blue-gray Gnatcatcher', 'Zenaida macroura_Mourning Dove']",yes,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),"call, tapping",0 m,"includes tapping for food, moving along the tops of the trees (mostly oak) feeding, one silent bird 15 meters away",128000 (bps),mp3,Not specified,Common Grackle (Quiscalus quiscula); Myrtle Warbler (Setophaga coronata); Blue-grey Gnatcatcher (Polioptila caerulea); Mourning Dove (Zenaida macroura),165320,https://www.xeno-canto.org/165320,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,07:49,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2745,4.5,no,blujay,1 (mono),2014-01-19,Not specified,82,XC165321.mp3,Not specified,Blue Jay,Not specified,XC165321 Blue Jay (Cyanocitta cristata),"['Cardinalis cardinalis_Northern Cardinal', 'Setophaga coronata_Yellow-rumped Warbler']",no,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,"two or three Blue Jays seemed to be mobbing something unknown, surrounding species of birds seemed to get upset also",128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Myrtle Warbler (Setophaga coronata),165321,https://www.xeno-canto.org/165321,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,08:55,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2746,4.5,no,blujay,1 (mono),2014-01-19,Not specified,33,XC165322.mp3,Not specified,Blue Jay,Not specified,XC165322 Blue Jay (Cyanocitta cristata),"['Setophaga coronata_Yellow-rumped Warbler', 'Vireo griseus_White-eyed Vireo', 'Melanerpes carolinus_Red-bellied Woodpecker']",yes,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,moving along the tops of the large oak trees,128000 (bps),mp3,Not specified,Myrtle Warbler (Setophaga coronata); White-eyed Vireo (Vireo griseus); Red-bellied Woodpecker (Melanerpes carolinus),165322,https://www.xeno-canto.org/165322,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,08:13,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2747,5.0,no,blujay,1 (mono),2014-01-19,Not specified,21,XC165323.mp3,Not specified,Blue Jay,Not specified,XC165323 Blue Jay (Cyanocitta cristata),[],no,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),call,0 m,Red-shouldered Hawk imitation,128000 (bps),mp3,Not specified,,165323,https://www.xeno-canto.org/165323,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,08:31,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2748,4.5,no,blujay,1 (mono),2014-01-20,Not specified,56,XC165324.mp3,Not specified,Blue Jay,Not specified,XC165324 Blue Jay (Cyanocitta cristata),"['Dumetella carolinensis_Gray Catbird', 'Setophaga coronata_Yellow-rumped Warbler', 'Anhinga anhinga_Anhinga']",yes,Cyanocitta cristata," Pine Island Conservation Area, Merritt Island, Florida",28.4927,48000 (Hz),call,0 m,,128000 (bps),mp3,Not specified,Grey Catbird (Dumetella carolinensis); Myrtle Warbler (Setophaga coronata); Anhinga (Anhinga anhinga),165324,https://www.xeno-canto.org/165324,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7246,Not specified,07:44,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2749,5.0,no,blujay,1 (mono),2014-02-11,Not specified,73,XC167820.mp3,Not specified,Blue Jay,Not specified,XC167820 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,48000 (Hz),"call, flight call",0 m,"over a dozen Blue Jays stopped at and some called from the top of an oak tree in hammock, most flew off at end of recording",128000 (bps),mp3,Not specified,,167820,https://www.xeno-canto.org/167820,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7199,Not specified,08:38,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2750,5.0,no,blujay,2 (stereo),2013-02-16,Not specified,57,XC168080.mp3,Not specified,Blue Jay,Not specified,XC168080 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Lower Moreland (near Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),call,40 m,,128000 (bps),mp3,Not specified,,168080,https://www.xeno-canto.org/168080,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.0627,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2751,5.0,no,blujay,2 (stereo),2010-05-27,Not specified,43,XC168081.mp3,Not specified,Blue Jay,Not specified,XC168081 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Lower Moreland (near Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),call,40 m,rattle and jayjay,128000 (bps),mp3,Not specified,,168081,https://www.xeno-canto.org/168081,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.0627,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2752,5.0,no,blujay,2 (stereo),2012-05-24,Not specified,8,XC168082.mp3,Not specified,Blue Jay,Not specified,XC168082 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Elkins Park, PA",40.0626,44100 (Hz),"call, rattle",60 m,apparently a female call,128000 (bps),mp3,Not specified,,168082,https://www.xeno-canto.org/168082,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.1254,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2753,5.0,no,blujay,2 (stereo),2008-04-26,Not specified,12,XC168092.mp3,Not specified,Blue Jay,Not specified,XC168092 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Elkins Park, PA",40.0626,44100 (Hz),call,60 m,,128000 (bps),mp3,Not specified,,168092,https://www.xeno-canto.org/168092,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.1254,Not specified,09:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2754,5.0,no,blujay,2 (stereo),2008-05-02,Not specified,10,XC168094.mp3,Not specified,Blue Jay,Not specified,XC168094 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Elkins Park, PA",40.0626,44100 (Hz),call,60 m,,128000 (bps),mp3,Not specified,,168094,https://www.xeno-canto.org/168094,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.1254,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2755,4.5,,blujay,1 (mono),2007-03-08,level,10,XC16897.mp3,level,Blue Jay,1-3,XC16897 Blue Jay (Cyanocitta cristata),['Baeolophus bicolor_Tufted Titmouse'],,Cyanocitta cristata," Michigan, Stinchfield Woods",42.4042,44100 (Hz),call,300 m,Two birds,106460 (bps),mp3,level,Tufted Titmouse (Baeolophus bicolor),16897,https://www.xeno-canto.org/16897,United States,Allen T. Chartier,Cyanocitta cristata_Blue Jay,-83.9364,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2756,4.5,no,blujay,1 (mono),2014-02-26,Not specified,42,XC169144.mp3,Not specified,Blue Jay,Not specified,XC169144 Blue Jay (Cyanocitta cristata),"['Baeolophus bicolor_Tufted Titmouse', 'Dumetella carolinensis_Gray Catbird', 'Pipilo erythrophthalmus_Eastern Towhee', 'Zenaida macroura_Mourning Dove', 'Setophaga coronata_Yellow-rumped Warbler']",yes,Cyanocitta cristata," Pine Flatwoods Trail, Merritt Island NWR,  Brevard County, Florida",28.7695,48000 (Hz),call,0 m,bobbed head as calling,128000 (bps),mp3,Not specified,Tufted Titmouse (Baeolophus bicolor); Grey Catbird (Dumetella carolinensis); Eastern Towhee (Pipilo erythrophthalmus); Mourning Dove (Zenaida macroura); Myrtle Warbler (Setophaga coronata),169144,https://www.xeno-canto.org/169144,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.7845,Not specified,09:58,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2757,5.0,no,blujay,1 (mono),2014-03-16,Not specified,14,XC170063.mp3,Not specified,Blue Jay,Not specified,XC170063 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Valley Forge National Historic Park (near  Phoenixville), Montgomery, Pennsylvania",40.1098,44100 (Hz),call,20 m,,128000 (bps),mp3,Not specified,,170063,https://www.xeno-canto.org/170063,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.4709,Not specified,08:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2758,4.5,no,blujay,2 (stereo),2014-04-15,Not specified,11,XC174959.mp3,level,Blue Jay,1-3,XC174959 Blue Jay (Cyanocitta cristata),"['Spinus pinus_Pine Siskin', 'Poecile atricapillus_Black-capped Chickadee']",yes,Cyanocitta cristata," Logan, Cache County, Utah",41.751,44100 (Hz),call,1400 m,"Brief, only two calls.  Was calling for a while before I got the microphone set up.  Continuing vagrant at this location since November 2013, and the same individual as in XC155439.  [eBird checklist](http://ebird.org/ebird/view/checklist?subID=S17912384)",128000 (bps),mp3,level,Pine Siskin (Spinus pinus); Black-capped Chickadee (Poecile atricapillus),174959,https://www.xeno-canto.org/174959,United States,Ryan P. O'Donnell,Cyanocitta cristata_Blue Jay,-111.822,0-3(s),18:31,Ryan P. O'Donnell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2759,5.0,no,blujay,1 (mono),2014-04-18,Not specified,12,XC175223.mp3,Not specified,Blue Jay,Not specified,XC175223 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Miesville Ravine Park Reserve, Goodhue County, Minnesota",44.5429,48000 (Hz),call,220 m,"Rattle call from a bird perched at the top of a small leafless tree.  Sound accompanied by bobbing of body.

Overcast and cold. Recorded with homemade parabolic reflector and Sony PCM-M10. HPF.",192000 (bps),mp3,Not specified,,175223,https://www.xeno-canto.org/175223,United States,Jonathon Jongsma,Cyanocitta cristata_Blue Jay,-92.8027,Not specified,07:30,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 4.0
